group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,in_paper_appendix,verdict,explanation,adaptation
5,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,bidirectional flux / state exchange each coupling interval.,"synchronous exchange of sea-ice fields, ocean state fields.","daily or hourly export, wasp5 internal time interpolation if required.",Integrated expects explicit synchronous/lockstep cues.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
5,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran 90 / 95,fortran,"A↔B=0.33 (> 0.50), A↔AB=1.00 & B↔AB=0.33 (> 0.25)",Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Implementation Verification Gap,implementation_verification (A),Integrated,Presence required,"compared against satellite concentration, uls, drift climatologies",,,A provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
5,Implementation Verification Gap,implementation_verification (B),Integrated,Presence required,"compared against phc, vertical profiles, mld, convection sites, acc transport.",,,B provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides metadata,No adaptation required.
5,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"fortran compiler, netcdf4_family i / o, hdf5 backend, compiled in a shared executable with opa.","fortran compiler, mpi, netcdf4_family, hdf5, orca2 grid tools.","shyfem executable, wasp5 executable, grid compartmentization tools, netcdf4_family, csv utilities.","A↔B=0.36 (> 0.50), A↔AB=0.18 & B↔AB=0.27 (> 0.25)",Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,Hardware Resource Mismatch,hardware_specification_and_requirements,Integrated,Pattern-graded similarity/equality,workstation to hpc,workstation to hpc,workstation or small cluster,"A↔B=1.00 (> 0.50), A↔AB=0.25 & B↔AB=0.25 (> 0.25)",Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,orca2-lim 2005 application,8.2,1.0,Not equal.,Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
5,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,License Incompatibility,license,Integrated,Pattern-graded requirement,unspecified historical opa / lim distribution,unspecified historical opa distribution,,A↔B token-sim=0.80 (> 0.50),Match,INTEGRATED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
5,Landing Page Gap,landing_page (A),Integrated,Presence required,,,,A provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Landing Page Gap,landing_page (B),Integrated,Presence required,,,,B provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
5,Operating Environment Mismatch,operating_system,Integrated,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,True,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Semantic Mismatch,Title,Embedded,Coverage threshold ≥ 0.50,"weather research, forecasting model arw core with embedded 1-d lake scheme; skamarock et al.","wrf embedded 1-d lake scheme lisss / clm4.5-derived; subin et al., xiao et al.","integrated agent-based land-use, ecosystem services model; dawn c. parker; c. jantz","A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, dawn, ecosystem, integrated, jantz, land, parker, services, use",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, dawn, ecosystem, integrated, jantz, land, parker, services, use",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
6,Semantic Mismatch,Model Version,Embedded,A or B must equal AB exactly,3.6+; clm4.5 lake,clm4.5 lake scheme as embedded in wrf v3.6+; 3.6+,1.0,A==AB:×; B==AB:×,Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,False,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
6,Semantic Mismatch,Description,Embedded,Coverage threshold ≥ 0.50,"nonhydrostatic mesoscale atmospheric model providing near-surface meteorology, radiation, turbulent flux drivers to an embedded 1-d lake-ice-snow column. the lake scheme returns prognostic lake surface temperature, ice, snow, fluxes as a lower boundary condition to wrf’s surface layer. improvements from xiao et al. 2016 include dynamic albedo, enhanced eddy diffusivity, snow-over-ice processes, reducing lake-surface-temperature, ice biases.; embedded lake column → wrf surface layer b → a; 1-d lake column embedded in wrf","a 1-d thermal diffusion lake column with layered water, ice, snow, sediment. the scheme computes lake surface temperature, ice / snow evolution, air-lake fluxes in response to wrf near-surface meteorology, radiation. it is embedded as a surface tile in wrf, exchanging state, fluxes in-memory at each physics time step.; built as part of wrf physics, no external coupler required at runtime.; near-surface meteorology, radiative forcing from wrf a → b, in-memory .; host atmosphere providing meteorology, radiation to the lake column","a spatially explicit integrated model that couples an agent-based land-use model with an ecosystem services es meta-model. agents make land-use decisions on a parcel-based landscape, their decisions update land cover, which is passed to the es module to compute indicators such as carbon storage, erosion control, crop yield. updated es scores feed back into agent decision-making in an iterative loop.; annual parcel-based land-use / management maps, attributes from the agent-based model.","A→AB:0.00 (covered: —) | B→AB:0.02 (covered: is) | A∪B→AB:0.02 (covered: is) | uncovered_AB: agent, agents, annual, attributes, back, based, carbon, compute, control, couples, cover, crop, decision, decisions, ecosystem, erosion, es, explicit, feed, indicators, integrated, iterative, land, landscape, loop, make, making, management, maps, meta, module, parcel, passed, scores, services, spatially, storage, such, that, their, update, updated, use, which, yield",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.02 (covered: is) | A∪B→AB:0.02 (covered: is) | uncovered_AB: agent, agents, annual, attributes, back, based, carbon, compute, control, couples, cover, crop, decision, decisions, ecosystem, erosion, es, explicit, feed, indicators, integrated, iterative, land, landscape, loop, make, making, management, maps, meta, module, parcel, passed, scores, services, spatially, storage, such, that, their, update, updated, use, which, yield",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
6,Semantic Mismatch,Keywords,Embedded,Coverage threshold ≥ 0.50,regional atmosphere; boundary layer; surface fluxes; radiation; lake-atmosphere interaction; wrf-lake,lake column; thermal diffusion; ice / snow on lakes; surface fluxes; dynamic albedo; wrf-lake,land-use change; agent-based modeling; ecosystem services; model integration; environmental decision-making,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, change, decision, ecosystem, environmental, integration, land, making, modeling, services, use",Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,False,Mismatch,"Deterministic check: A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: agent, based, change, decision, ecosystem, environmental, integration, land, making, modeling, services, use",Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
6,Semantic Mismatch,Model Type,Embedded,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic + empirical,A→AB:0.50 (covered: mechanistic) | B→AB:0.50 (covered: mechanistic) | A∪B→AB:0.50 (covered: mechanistic) | uncovered_AB: empirical,Match,INTENDED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,False,Match,Deterministic check: A→AB:0.50 (covered: mechanistic) | B→AB:0.50 (covered: mechanistic) | A∪B→AB:0.50 (covered: mechanistic) | uncovered_AB: empirical,No adaptation required.
6,Semantic Mismatch,Scope,Embedded,Coverage threshold ≥ 0.50,continental to regional atmospheric modeling over lake districts,grid-point lake representation within a regional nwp / rcm,regional landscape systems with spatial heterogeneity,"A→AB:0.20 (covered: regional) | B→AB:0.20 (covered: regional) | A∪B→AB:0.20 (covered: regional) | uncovered_AB: heterogeneity, landscape, spatial, systems",Mismatch,INTENDED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
6,Semantic Mismatch,Purpose & Pattern,Embedded,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, air-lake energy / moisture exchange; embedded tile-based coupling between atmospheric physics, 1-d lake column","provide physically consistent lower-boundary lake state, fluxes to the host atmosphere; layered 1-d column with prognostic temperature profiles embedded as a surface tile","assess how land-use dynamics impact ecosystem services under different policy, behavioural, valuation scenarios.; iterative feedback coupling abm → es → abm; embedded","A→AB:0.11 (covered: coupling, embedded) | B→AB:0.05 (covered: embedded) | A∪B→AB:0.11 (covered: coupling, embedded) | uncovered_AB: abm, assess, behavioural, different, dynamics, ecosystem, es, feedback, how, impact, iterative, land, policy, scenarios, services, use, valuation",Mismatch,INTENDED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
6,Semantic Mismatch,Assumptions,Embedded,Coverage threshold ≥ 0.50,hydrostatic or nonhydrostatic depending on namelist configuration; terrain-following eta coordinate; horizontally homogeneous 1-d lake columns at water grid points,"horizontally homogeneous lake column per atmospheric grid cell 1-d vertical structure; eddy diffusivity parameterized with optional enhanced mixing for deep lakes; dynamic surface albedo with explicit ice / snow processes; lake thermodynamics forced solely by host near-surface meteorology, radiation","land use, management fully determine es outputs at the parcel scale.; agents incorporate es indicators or valuations in their utility functions.; lookup tables or response surfaces for es are representative of underlying processes.; policy scenarios, behavioural rules remain stationary within a simulation.","A→AB:0.00 (covered: —) | B→AB:0.03 (covered: processes) | A∪B→AB:0.03 (covered: processes) | uncovered_AB: agents, are, behavioural, determine, es, fully, functions, incorporate, indicators, land, lookup, management, parcel, policy, remain, representative, response, rules, scale, scenarios, simulation, stationary, surfaces, tables, their, underlying, use, utility, valuations, within",Mismatch,INTENDED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
